"","st_id","op_id","op_date","st_alt","st_dist_source","st_t_jan","st_t_jui","sp_nom","sp_effectif"
"30412",1436,3787,"5/10/2000 00:00:00",75,33,4.6,19.7,"Rutilus rutilus",16
"28389",1287,3605,"11/9/1996 00:00:00",17,308,5.8,20.2,"Abramis brama",37
"13839",144,1650,"22/8/2006 00:00:00",4,20,4.8,17.9,"Dicentrarchus labrax",2
"9189",132,1104,"15/10/1997 00:00:00",8,12,4.6,18,"Phoxinus phoxinus",184
"698",591,92,"4/4/2000 00:00:00",42,85,4.2,20,"Perca fluviatilis",1
"9900",320,1214,"29/3/1989 00:00:00",160,25,2.9,19.4,"Salmo trutta fario",67
"11064",244,1338,"30/9/1997 00:00:00",42,294,4,19.6,"Abramis brama",17
"12978",592,1554,"1/9/2005 00:00:00",59,61,4,19.9,"Leuciscus leuciscus",34
"23768",1105,3033,"22/10/1996 00:00:00",57,25,4.4,18.3,"Leuciscus leuciscus",1
"16742",735,2048,"25/6/1985 00:00:00",74,30,6.2,18,"Gobio gobio",9
"35774",1777,4363,"12/10/1989 00:00:00",90,11,5.4,18.5,"Cottus gobio",6
"34998",1755,4231,"12/10/1989 00:00:00",53,18,5.7,18.7,"Anguilla anguilla",115
"3266",453,388,"3/9/1986 00:00:00",49,67,3.9,19.6,"Esox lucius",1
"16064",704,1954,"8/9/1993 00:00:00",40,43.16,4.9,18.4,"Squalius cephalus",1
"26808",1330,3465,"19/9/1996 00:00:00",34,57,5.9,19.7,"Carassius carassius",4
"32777",1361,3981,"27/9/2005 00:00:00",103,19,4.9,19,"Rutilus rutilus",1
"10345",241,1261,"29/5/2001 00:00:00",60,356,3.6,19.8,"Rutilus rutilus",143
"13655",114,1632,"14/9/2005 00:00:00",15,19,4.6,18,"Phoxinus phoxinus",248
"18710",893,2341,"7/10/1996 00:00:00",28,12,6,18.6,"Salmo trutta fario",2
"25354",779,3255,"18/9/1997 00:00:00",9,610.5,4.3,19,"Chondrostoma nasus",1
"15542",261,1874,"11/7/2000 00:00:00",NA,NA,3.7,19.3,"Gobio gobio",1
"32556",1339,3960,"9/9/2003 00:00:00",145,13,4.8,18.7,"Lampetra planeri",5
"16675",704,2040,"25/8/1981 00:00:00",40,43.16,4.9,18.4,"Gobio gobio",12
"20042",799,2526,"29/8/1995 00:00:00",51,43.21,5.9,18.1,"Gobio gobio",9
"33333",1269,4031,"29/6/2005 00:00:00",6,77,6.6,19.5,"Scardinius erythrophthalmus",25
"12436",246,1493,"22/6/2004 00:00:00",50,76,3.5,19.3,"Perca fluviatilis",8
"14569",150,1747,"12/9/2006 00:00:00",NA,NA,4.1,18,"Anguilla anguilla",7
"12226",452,1472,"10/9/2004 00:00:00",63,88,3.7,19.6,"Leuciscus leuciscus",4
"23928",1096,3059,"20/9/1991 00:00:00",NA,NA,4.7,18.7,"Barbatula barbatula",11
"9187",132,1104,"15/10/1997 00:00:00",8,12,4.6,18,"Lampetra planeri",5
"21370",1239,2704,"14/9/1999 00:00:00",143,23.9,4.6,18.3,"Barbatula barbatula",51
"32212",1274,3936,"21/8/2002 00:00:00",11,32.8,6.4,19.6,"Alburnus alburnus",2
"13163",44,1572,"5/10/2005 00:00:00",20,68,3.8,18.9,"Rutilus rutilus",206
"12185",450,1469,"8/9/2004 00:00:00",58,285,4,20,"Sander lucioperca",1
"30976",1274,3831,"22/5/2001 00:00:00",11,32.8,6.4,19.6,"Cyprinus carpio",1
"9636",208,1171,"26/4/1988 00:00:00",64,NA,3.5,19.6,"Esox lucius",1
"1698",580,210,"7/2/1989 00:00:00",50,63,4.1,19.9,"Cottus gobio",1
"9416",290,1142,"23/9/1986 00:00:00",NA,56,2.9,18.7,"Lota lota",5
"21461",1239,2716,"11/9/2001 00:00:00",143,23.9,4.6,18.3,"Rutilus rutilus",6
"29123",1413,3664,"8/9/1999 00:00:00",130,16,4.8,18.6,"Rutilus rutilus",15
"7091",373,816,"18/10/2001 00:00:00",56,45,3.9,19.1,"Pungitius pungitius",3
"36360",1810,4439,"1/10/1985 00:00:00",52,5,6.8,18.4,"Salmo trutta fario",36
"19260",957,2427,"29/10/1991 00:00:00",66,97,5,18.6,"Rutilus rutilus",182
"20145",1011,2539,"19/9/1994 00:00:00",12,62.32,6,18.7,"Salmo trutta fario",1
"4581",451,532,"3/5/1995 00:00:00",57,109,3.8,20,"Squalius cephalus",30
"5766",371,666,"11/6/1997 00:00:00",40,37,3.9,19.5,"Anguilla anguilla",15
"9068",121,1080,"27/9/1988 00:00:00",82,9,3.9,18.1,"Gasterosteus aculeatus",1
"16462",916,2007,"6/9/1988 00:00:00",48,6,5.8,17.9,"Barbatula barbatula",60
"5427",387,623,"17/5/1989 00:00:00",47,7,3.9,19.4,"Squalius cephalus",1
"22736",929,2882,"4/9/2007 00:00:00",41,13.36,5.7,17.3,"Anguilla anguilla",22
"35331",1633,4292,"10/10/1989 00:00:00",117,8,6.6,17.1,"Barbatula barbatula",8
"37966",1505,4631,"8/10/1984 00:00:00",10,47,7.2,17.8,"Salmo salar",13
"21012",725,2657,"16/9/1994 00:00:00",243,4.83,4.7,17.4,"Salmo trutta fario",81
"21060",1223,2665,"6/9/1994 00:00:00",122,19.62,4.1,19.4,"Cottus gobio",41
"10553",519,1281,"8/4/1997 00:00:00",120,15,3.8,19,"Lampetra planeri",96
"17795",950,2212,"30/8/1984 00:00:00",172,16,3.7,18.1,"Phoxinus phoxinus",127
"27892",1307,3559,"24/9/1985 00:00:00",NA,NA,5.6,20.5,"Lepomis gibbosus",5
"15105",129,1816,"5/9/2007 00:00:00",4,73,4.4,18.2,"Esox lucius",4
"21905",702,2773,"30/8/2001 00:00:00",55,46.79,6.2,18.1,"Salmo salar",13
"25650",867,3286,"24/8/2004 00:00:00",7,12.48,5.2,18.6,"Perca fluviatilis",1
"15011",162,1804,"14/9/2007 00:00:00",NA,NA,3.5,18.6,"Perca fluviatilis",8
"38761",1535,4739,"26/8/1993 00:00:00",125,10,6.6,17.4,"Anguilla anguilla",1
"35683",1688,4354,"16/6/1983 00:00:00",49,16,6,18.8,"Cottus gobio",3
"33465",1439,4041,"14/6/2006 00:00:00",120,6,4.8,20,"Cyprinus carpio",5
"31028",1275,3835,"23/10/2001 00:00:00",18,66,6.1,20.1,"Squalius cephalus",60
"10545",515,1280,"17/9/1996 00:00:00",17,544,4.4,19.4,"Gobio gobio",5
"19443",956,2450,"20/10/1993 00:00:00",64,99,5.1,18.6,"Cottus gobio",33
"26777",1275,3462,"9/9/1996 00:00:00",18,66,6.1,20.1,"Perca fluviatilis",10
"6798",368,789,"11/6/1996 00:00:00",34,347,3.9,19.4,"Abramis brama",1
"16809",741,2059,"22/9/1988 00:00:00",76,15.7,5.1,18.2,"Barbatula barbatula",51
"8491",134,1005,"28/9/1999 00:00:00",15,13,4.4,18.2,"Salmo trutta fario",8
"6116",368,695,"3/10/2002 00:00:00",34,347,3.9,19.4,"Rhodeus amarus",10
"29049",1442,3657,"24/6/1999 00:00:00",27,19,6.5,20.1,"Perca fluviatilis",17
"35032",1677,4235,"6/8/1991 00:00:00",51,31,5.7,19,"Perca fluviatilis",3
"11264",246,1356,"10/6/2003 00:00:00",50,76,3.5,19.3,"Phoxinus phoxinus",3
"33961",1448,4079,"17/2/1993 00:00:00",145,6.5,4.6,19.9,"Squalius cephalus",68
"23842",1105,3045,"21/10/1997 00:00:00",57,25,4.4,18.3,"Squalius cephalus",30
"6655",397,768,"4/7/1990 00:00:00",41,9,3.9,19.3,"Lampetra fluviatilis",1
"16829",743,2062,"21/9/1988 00:00:00",16,137,5.6,18.4,"Alburnus alburnus",6
"24343",770,3130,"9/10/1985 00:00:00",NA,90,4.9,19.4,"Anguilla anguilla",115
"11112",245,1343,"11/6/1998 00:00:00",41,52,3.8,19.3,"Gobio gobio",2
"2396",185,287,"4/10/2001 00:00:00",51,18,4,18.4,"Cottus gobio",304
"14746",370,1774,"5/7/2006 00:00:00",29,260,4,19.4,"Chondrostoma nasus",41
"1098",186,134,"23/6/1998 00:00:00",33,49,3.9,18.9,"Rutilus rutilus",92
"14265",55,1708,"28/9/2006 00:00:00",31,30,3.7,18.9,"Gasterosteus aculeatus",3
"1320",633,163,"12/10/1993 00:00:00",NA,NA,3.9,18.8,"Carassius carassius",1
"36795",1844,4491,"9/9/1992 00:00:00",6,44,7.4,18.5,"Phoxinus phoxinus",147
"308",675,42,"25/9/2002 00:00:00",38,16,4,19.3,"Gobio gobio",10
"29712",1406,3720,"22/9/1986 00:00:00",90,29,5.2,19,"Squalius cephalus",76
"35413",1576,4309,"1/9/1991 00:00:00",75,8,7,17.8,"Cottus gobio",7
"17538",929,2176,"20/9/1991 00:00:00",41,13.36,5.7,17.3,"Barbatula barbatula",58
"37133",1482,4530,"20/10/1982 00:00:00",44,11,7,17.7,"Anguilla anguilla",9
"31022",1276,3834,"17/10/2001 00:00:00",15,16,6.1,19.8,"Lampetra planeri",7
"31227",1268,3850,"3/7/2003 00:00:00",2,12,6.5,19.5,"Phoxinus phoxinus",1
"28066",1329,3580,"19/9/1989 00:00:00",105,NA,4.8,19.3,"Rutilus rutilus",2
"33859",1368,4070,"25/9/2007 00:00:00",50,144,4.7,19.6,"Squalius cephalus",11
"4865",454,557,"19/5/1999 00:00:00",41,454,4,19.7,"Rhodeus amarus",36
"9019",24,1067,"26/4/1988 00:00:00",152,16,2.9,18.5,"Rutilus rutilus",121
"26577",1382,3444,"13/7/2007 00:00:00",24,843,5.5,20.3,"Chondrostoma nasus",5
"33383",1287,4035,"7/9/2005 00:00:00",17,308,5.8,20.2,"Scardinius erythrophthalmus",13
"12406",247,1490,"23/6/2004 00:00:00",119,9,3.3,19.2,"Cottus gobio",13
"37821",1844,4611,"13/9/1994 00:00:00",6,44,7.4,18.5,"Rutilus rutilus",29
"33515",1364,4045,"4/10/2006 00:00:00",109,25,4.2,19.5,"Cottus gobio",20
"6197",371,703,"24/6/2003 00:00:00",40,37,3.9,19.5,"Alburnus alburnus",4
"9656",211,1174,"22/4/1988 00:00:00",100,NA,2.9,18.6,"Perca fluviatilis",4
"11461",520,1383,"11/6/2001 00:00:00",19,504,4.4,19.7,"Gasterosteus aculeatus",1
"19007",1026,2387,"14/9/1988 00:00:00",265,6.1,3.7,18,"Barbatula barbatula",42
"1135",564,139,"1/10/1998 00:00:00",30,52,4.4,18.3,"Rutilus rutilus",30
"8189",619,948,"24/6/2003 00:00:00",38,489,4.4,20.1,"Cottus gobio",1
"4265",434,496,"15/10/1992 00:00:00",80,95,3.5,19.8,"Pungitius pungitius",21
"7476",619,863,"12/9/1996 00:00:00",38,489,4.4,20.1,"Squalius cephalus",105
"6101",368,694,"26/9/2002 00:00:00",34,347,3.9,19.4,"Anguilla anguilla",11
"23760",1109,3032,"10/10/1996 00:00:00",4,20.31,5,18.2,"Lampetra fluviatilis",1
"9625",207,1170,"22/4/1988 00:00:00",100,23,2.9,18.6,"Gasterosteus aculeatus",2
"18800",1189,2353,"6/9/1984 00:00:00",114,46,4.2,19.5,"Gobio gobio",6
"31464",1420,3870,"4/10/1989 00:00:00",33,NA,5.5,19.6,"Scardinius erythrophthalmus",3
"5622",369,650,"13/6/1995 00:00:00",33,470,3.9,19.4,"Abramis brama",11
"35943",1711,4388,"8/10/1992 00:00:00",66,17,5.7,18.6,"Rutilus rutilus",12
"19613",799,2472,"3/9/1996 00:00:00",51,43.21,5.9,18.1,"Lampetra planeri",5
"9010",93,1066,"21/9/1988 00:00:00",16,NA,4.4,18.1,"Anguilla anguilla",12
"8343",114,981,"27/6/1988 00:00:00",15,19,4.6,18,"Anguilla anguilla",46
"22961",899,2915,"16/9/2004 00:00:00",45,29.16,5.9,18,"Barbatula barbatula",246
"807",591,101,"16/5/2002 00:00:00",42,85,4.2,20,"Anguilla anguilla",2
"34229",1385,4102,"20/6/2007 00:00:00",16,247,5.6,20.1,"Anguilla anguilla",1
"39047",1664,4776,"27/9/1995 00:00:00",18,22.9,7.4,18.1,"Cottus gobio",2
"5444",265,625,"20/6/1989 00:00:00",NA,NA,3.8,19.2,"Cottus gobio",2
"38399",1706,4689,"14/6/1995 00:00:00",54,11,6.1,18.6,"Gobio gobio",29
"34578",1576,4168,"25/9/1990 00:00:00",75,8,7,17.8,"Lampetra planeri",2
"16836",743,2062,"21/9/1988 00:00:00",16,137,5.6,18.4,"Salmo salar",11
"3711",450,434,"6/5/1998 00:00:00",58,285,4,20,"Barbatula barbatula",8
"19696",980,2484,"7/9/1993 00:00:00",220,8,3.7,18.1,"Lampetra planeri",6
"24158",1108,3100,"5/9/2001 00:00:00",27,3.7,5.1,18.1,"Pungitius pungitius",3
"5290",449,597,"16/9/2003 00:00:00",47,305,3.9,20.2,"Squalius cephalus",1
"39107",1689,4783,"24/9/1996 00:00:00",5,135,6.6,19.4,"Barbatula barbatula",1
"27899",1307,3560,"24/9/1985 00:00:00",NA,NA,5.6,20.5,"Blicca bjoerkna",4
"3046",42,362,"3/9/2003 00:00:00",138,39,3,18.5,"Alburnus alburnus",1
"35892",1692,4381,"19/6/1991 00:00:00",39,43,6.1,19.1,"Squalius cephalus",31
"24495",860,3149,"17/10/1995 00:00:00",32,110,4.8,18.6,"Salmo trutta fario",2
"19469",975,2453,"3/9/1993 00:00:00",55,34,5.1,18.6,"Salmo salar",1
"12054",263,1454,"12/5/2005 00:00:00",225,11,2.5,18.2,"Gobio gobio",49
"19839",704,2501,"12/9/1996 00:00:00",40,43.16,4.9,18.4,"Cottus gobio",42
"2238",179,269,"19/6/1997 00:00:00",46,63,3.9,18.8,"Scardinius erythrophthalmus",84
"36340",1807,4436,"1/10/1985 00:00:00",36,16,6.9,18.6,"Gobio gobio",2
"26264",1110,3386,"28/8/2007 00:00:00",104,13.12,3.9,18.5,"Rutilus rutilus",38
"34382",1596,4130,"8/9/1987 00:00:00",92,11,7,17.6,"Anguilla anguilla",14
"34502",1567,4152,"21/11/1988 00:00:00",34,9,7.1,17.5,"Salmo trutta fario",1
"899",599,109,"24/9/2002 00:00:00",69,20,4,19.8,"Barbatula barbatula",58
"15887",750,1930,"20/10/1989 00:00:00",39,8.57,5,18.4,"Anguilla anguilla",38
"18968",1205,2380,"11/9/1986 00:00:00",184,10.1,3.8,18.4,"Barbatula barbatula",110
"10758",525,1310,"10/10/2002 00:00:00",29,27,4.2,19.6,"Cyprinus carpio",7
"6583",352,757,"13/4/1989 00:00:00",32,249,4,19.4,"Rutilus rutilus",41
"28260",1330,3595,"21/9/1995 00:00:00",34,57,5.9,19.7,"Barbatula barbatula",18
"17934",1208,2234,"5/9/1986 00:00:00",225,6.55,3.8,18.3,"Phoxinus phoxinus",206
"35756",1695,4360,"7/6/1983 00:00:00",17,77,6.5,19.4,"Abramis brama",6
"3315",423,393,"13/9/1989 00:00:00",54,21,3.9,20,"Squalius cephalus",11
"39410",1812,4818,"2/9/1997 00:00:00",56,28,7.1,18,"Lampetra planeri",21
"25459",780,3264,"10/9/1998 00:00:00",5,611,4.3,19,"Squalius cephalus",14
"38242",1545,4672,"8/7/1993 00:00:00",215,4,6.1,17,"Rutilus rutilus",3
"13094",133,1565,"13/9/2005 00:00:00",19,54,4.3,18.2,"Cottus gobio",20
"26581",1382,3444,"13/7/2007 00:00:00",24,843,5.5,20.3,"Alburnoides bipunctatus",138
"6243",368,706,"2/9/2003 00:00:00",34,347,3.9,19.4,"Esox lucius",1
"4421",435,516,"7/9/1989 00:00:00",117,3,3.3,19.6,"Cottus gobio",117
"32024",1436,3921,"4/10/1994 00:00:00",75,33,4.6,19.7,"Squalius cephalus",20
"5222",451,591,"17/9/2003 00:00:00",57,109,3.8,20,"Alburnus alburnus",18
"2586",29,310,"27/10/1988 00:00:00",88,13,3.4,18.7,"Phoxinus phoxinus",1
"5527",396,639,"15/4/1992 00:00:00",NA,NA,3.8,19.4,"Squalius cephalus",25
"4314",421,502,"17/3/1993 00:00:00",NA,NA,4,20.1,"Perca fluviatilis",2
"4629",454,536,"7/9/1995 00:00:00",41,454,4,19.7,"Gobio gobio",1
"22265",1239,2823,"8/9/2005 00:00:00",143,23.9,4.6,18.3,"Barbatula barbatula",52
"16322",891,1989,"24/9/1987 00:00:00",74,18.5,5.2,18.5,"Gasterosteus aculeatus",1
"18492",1229,2310,"23/8/1991 00:00:00",245,9.4,3.9,18.1,"Squalius cephalus",10
"231",675,33,"15/10/1996 00:00:00",38,16,4,19.3,"Gobio gobio",30
"34745",1507,4197,"2/9/1994 00:00:00",114,14,6.5,17.5,"Salmo salar",2
"38385",1699,4688,"13/6/1995 00:00:00",15,56,6.5,19.3,"Rutilus rutilus",351
"32403",1410,3950,"5/9/2002 00:00:00",135,14,4.7,18.9,"Cottus gobio",25
"9716",328,1182,"17/5/1988 00:00:00",59,NA,3.7,19.4,"Perca fluviatilis",11
"23840",1105,3045,"21/10/1997 00:00:00",57,25,4.4,18.3,"Anguilla anguilla",53
"9617",297,1169,"20/4/1988 00:00:00",175,244,2.8,18.6,"Barbatula barbatula",37
"34131",1411,4093,"13/9/2007 00:00:00",35,146,5.8,19.7,"Rutilus rutilus",182
"3565",454,421,"26/9/1996 00:00:00",41,454,4,19.7,"Rutilus rutilus",12
"19847",827,2502,"13/9/1996 00:00:00",52,39.02,4.8,18.5,"Anguilla anguilla",30
"35629",1764,4347,"22/6/1983 00:00:00",38,44,6.2,18.8,"Barbatula barbatula",79
"12309",592,1479,"16/9/2004 00:00:00",59,61,4,19.9,"Leuciscus leuciscus",15
"5094",451,577,"19/6/2001 00:00:00",57,109,3.8,20,"Perca fluviatilis",15
"4709",454,543,"23/5/1996 00:00:00",41,454,4,19.7,"Abramis brama",5
"11469",515,1384,"14/6/2001 00:00:00",17,544,4.4,19.4,"Scardinius erythrophthalmus",1
"31522",1424,3874,"18/9/1990 00:00:00",NA,135,4.7,19.7,"Tinca tinca",4
"17987",1236,2241,"2/9/1986 00:00:00",120,25.3,4.6,18.4,"Gobio gobio",66
"1217",628,147,"10/5/1990 00:00:00",NA,NA,3.8,19,"Hypophthalmichthys molitrix",1
"23273",748,2953,"21/9/2006 00:00:00",71,4.44,4.8,18.2,"Lampetra planeri",10
"2430",186,290,"30/10/2001 00:00:00",33,49,3.9,18.9,"Lepomis gibbosus",1
"32123",1441,3929,"20/6/2001 00:00:00",3,62,6.2,20.8,"Rutilus rutilus",151
"27438",1270,3518,"11/10/1989 00:00:00",4,75,6.6,19.5,"Cyprinus carpio",4
"4197",38,488,"17/5/2001 00:00:00",16,79,4,18.4,"Tinca tinca",7
"19046",1033,2395,"12/9/1988 00:00:00",290,2.7,3.3,17.9,"Salmo trutta fario",32
"8083",617,936,"11/4/2000 00:00:00",59,16,4.1,19.8,"Tinca tinca",24
"2449",186,292,"29/5/2002 00:00:00",33,49,3.9,18.9,"Cottus gobio",22
"847",558,104,"16/6/2002 00:00:00",NA,NA,4.1,19.8,"Scardinius erythrophthalmus",1
"23268",702,2952,"14/9/2006 00:00:00",55,46.79,6.2,18.1,"Salmo trutta fario",2
"28563",1437,3619,"7/10/1998 00:00:00",68,125,5,19.3,"Blicca bjoerkna",3
"32130",1441,3929,"20/6/2001 00:00:00",3,62,6.2,20.8,"Micropterus salmoides",1
"14790",592,1778,"29/8/2006 00:00:00",59,61,4,19.9,"Phoxinus phoxinus",40
"39423",1794,4819,"3/9/1997 00:00:00",33,34,6.9,18.6,"Gobio gobio",82
"3673",455,431,"24/9/1997 00:00:00",69,12,3.7,20,"Pungitius pungitius",18
"34683",1581,4187,"16/9/1992 00:00:00",12,34,7.2,17.6,"Cottus gobio",28
"5708",403,658,"11/12/1996 00:00:00",31,12,4,19.4,"Cottus gobio",3
"34354",1593,4125,"2/9/1987 00:00:00",22,24,7.4,18.2,"Anguilla anguilla",8
"10182",246,1245,"31/3/1999 00:00:00",50,76,3.5,19.3,"Gobio gobio",4
"8667",619,1028,"15/9/1998 00:00:00",38,489,4.4,20.1,"Squalius cephalus",131
"20520",1018,2591,"13/9/2000 00:00:00",63,35.42,5.1,18.5,"Squalius cephalus",6
"25519",860,3271,"25/9/2001 00:00:00",32,110,4.8,18.6,"Gasterosteus aculeatus",2
"21556",1208,2727,"16/9/2002 00:00:00",225,6.55,3.8,18.3,"Abramis brama",1
"29995",1353,3749,"29/4/1982 00:00:00",NA,NA,6.6,19.8,"Esox lucius",2
"6722",392,781,"22/4/1992 00:00:00",NA,NA,3.7,19.1,"Barbatula barbatula",56
"282",677,40,"14/5/2002 00:00:00",24,300,4.1,19.5,"Anguilla anguilla",8
"16857",828,2066,"3/10/1990 00:00:00",28,27.16,5.5,18.4,"Salmo trutta fario",50
"26363",1180,3409,"4/10/2007 00:00:00",NA,NA,4.1,18,"Anguilla anguilla",14
"13214",645,1580,"31/5/2006 00:00:00",54,28,4,19.8,"Anguilla anguilla",6
"20300",753,2564,"21/10/1998 00:00:00",234,5,5.1,17.3,"Anguilla anguilla",15
"37899",1547,4623,"13/10/1983 00:00:00",15,54,6.6,18.7,"Cottus gobio",6
"39329",1781,4807,"13/10/1998 00:00:00",47,22.96,5.8,18.6,"Barbatula barbatula",9
"11243",242,1354,"18/6/2003 00:00:00",180,95,2.5,18.2,"Barbatula barbatula",155
"29429",1262,3689,"9/10/1985 00:00:00",NA,NA,4.3,18.3,"Phoxinus phoxinus",36
"2248",186,270,"1/7/1997 00:00:00",33,49,3.9,18.9,"Gobio gobio",4
"20596",830,2602,"13/9/2000 00:00:00",155,10.74,5.2,17.7,"Barbatula barbatula",535
"38410",1508,4690,"9/10/1984 00:00:00",39,41,7,17.8,"Barbatula barbatula",4
"7762",661,901,"14/9/1995 00:00:00",29,411,4.5,20.4,"Ameiurus melas",21
"14753",371,1775,"5/7/2006 00:00:00",40,37,3.9,19.5,"Esox lucius",2
"39212",1872,4792,"23/9/1996 00:00:00",9,52,6.8,19.1,"Salmo trutta fario",3
"4965",452,565,"7/6/2000 00:00:00",63,88,3.7,19.6,"Cottus gobio",25
"2661",31,321,"28/9/1994 00:00:00",1,NA,4.5,18.2,"Gasterosteus aculeatus",10
"31890",1269,3909,"26/4/2000 00:00:00",6,77,6.6,19.5,"Abramis brama",10
"8860",661,1046,"23/4/2002 00:00:00",29,411,4.5,20.4,"Silurus glanis",1
"17725",1023,2203,"17/10/1984 00:00:00",165,24.9,3.9,18,"Squalius cephalus",3
"37975",1486,4632,"10/10/1984 00:00:00",67,28,6.8,17.7,"Tinca tinca",1
"31194",1269,3848,"2/7/2003 00:00:00",6,77,6.6,19.5,"Squalius cephalus",11
"29434",1263,3690,"9/10/1985 00:00:00",NA,12,4.4,18.4,"Rutilus rutilus",86
"18980",970,2382,"16/9/1988 00:00:00",185,7.5,4,18.5,"Perca fluviatilis",2
"3374",429,400,"5/9/1989 00:00:00",73,18,3.8,20,"Squalius cephalus",5
"6008",372,686,"21/10/1998 00:00:00",62,15,4,19,"Barbatula barbatula",66
"32325",1437,3943,"8/10/2002 00:00:00",68,125,5,19.3,"Leuciscus leuciscus",34
"39035",1740,4774,"26/9/1995 00:00:00",45,33.79,7.2,18,"Phoxinus phoxinus",4
"26952",1274,3478,"29/4/1998 00:00:00",11,32.8,6.4,19.6,"Perca fluviatilis",23
"7672",472,891,"24/11/1992 00:00:00",31,414,4.9,20.8,"Sander lucioperca",15
"33887",1281,4073,"28/6/2007 00:00:00",12,21.5,6.6,20,"Cyprinus carpio",2
"23297",758,2957,"27/9/2006 00:00:00",90,15,6.2,17.9,"Gobio gobio",58
"2421",186,290,"30/10/2001 00:00:00",33,49,3.9,18.9,"Blicca bjoerkna",5
"38731",1500,4735,"22/9/1993 00:00:00",37,28,7,18.1,"Rutilus rutilus",27
"33931",1453,4076,"12/6/2007 00:00:00",2,49.4,6.8,20.1,"Tinca tinca",3
"36305",1795,4431,"9/3/1983 00:00:00",52,3,7.1,18.2,"Salmo trutta fario",1
"2284",182,273,"4/9/1997 00:00:00",16,135,4.3,18.7,"Rutilus rutilus",719
"2414",182,289,"12/10/2001 00:00:00",16,135,4.3,18.7,"Cottus gobio",6
"4357",481,509,"7/11/1984 00:00:00",65,34,3.8,19.9,"Squalius cephalus",1
"1662",577,207,"8/2/1989 00:00:00",32,72,4.4,20.1,"Barbatula barbatula",57
"31579",1428,3880,"12/7/1990 00:00:00",96,87,4.9,19,"Perca fluviatilis",2
"418",515,56,"19/9/1995 00:00:00",17,544,4.4,19.4,"Cyprinus carpio",2
"3261",486,387,"2/9/1986 00:00:00",NA,59,3.5,19.3,"Rutilus rutilus",283
"38855",1678,4751,"13/9/1995 00:00:00",117,10,5,18.7,"Cottus gobio",43
"24286",761,3121,"29/8/1984 00:00:00",91,68,4.2,19.2,"Barbatula barbatula",5
"12937",650,1551,"20/10/2005 00:00:00",36,90,4.2,20.1,"Rutilus rutilus",118
"2556",180,304,"9/9/2003 00:00:00",51,12,4,18.7,"Anguilla anguilla",8
"15467",42,1866,"21/9/2007 00:00:00",138,39,3,18.5,"Squalius cephalus",81
"21912",755,2774,"16/10/2001 00:00:00",8,142.8,5.6,18.4,"Squalius cephalus",148
"34060",1383,4088,"6/9/2007 00:00:00",19,92,5.9,19.9,"Esox lucius",1
"39204",1872,4792,"23/9/1996 00:00:00",9,52,6.8,19.1,"Anguilla anguilla",92
"20467",1039,2583,"12/10/1999 00:00:00",143,55.97,4.5,18.1,"Abramis brama",2
"35558",1658,4335,"1/10/1993 00:00:00",38,27.24,7.2,18.1,"Phoxinus phoxinus",3
"8648",618,1026,"28/5/1998 00:00:00",33,510,4.8,20.8,"Lepomis gibbosus",2
"19818",1010,2498,"25/9/1996 00:00:00",189,6.11,4.7,17.8,"Salmo trutta fario",68
"26830",1412,3466,"18/9/1996 00:00:00",87,25,4.9,19.4,"Abramis brama",18
"31987",1410,3917,"13/9/1994 00:00:00",135,14,4.7,18.9,"Phoxinus phoxinus",43
"21020",750,2659,"23/9/1994 00:00:00",39,8.57,5,18.4,"Cottus gobio",27
"7178",615,823,"13/11/1985 00:00:00",23,460,4.6,20.3,"Squalius cephalus",10
"3472",499,411,"22/11/1989 00:00:00",50,70,3.8,19.7,"Cottus gobio",5
"37297",1818,4553,"20/9/1984 00:00:00",42,35,6.1,18.8,"Phoxinus phoxinus",314
"38184",1538,4663,"22/6/1992 00:00:00",162,14,6.2,17.5,"Esox lucius",1
"7054",371,812,"7/6/2001 00:00:00",40,37,3.9,19.5,"Anguilla anguilla",19
"33195",1287,4019,"31/8/2004 00:00:00",17,308,5.8,20.2,"Barbus barbus",19
"9184",133,1103,"16/10/1997 00:00:00",19,54,4.3,18.2,"Salmo trutta fario",9
"39972",1581,4883,"10/9/1996 00:00:00",12,34,7.2,17.6,"Barbatula barbatula",72
"6974",371,806,"25/5/2000 00:00:00",40,37,3.9,19.5,"Gymnocephalus cernuus",2
"8849",472,1045,"23/4/2002 00:00:00",31,414,4.9,20.8,"Anguilla anguilla",3
"9726",299,1183,"17/5/1988 00:00:00",62,NA,3.7,19.4,"Abramis brama",1
"6695",391,778,"18/7/1990 00:00:00",68,14,3.7,19.4,"Squalius cephalus",34
"13429",616,1606,"15/6/2005 00:00:00",33,500,4.5,20.2,"Perca fluviatilis",5
"26882",1439,3472,"13/6/1996 00:00:00",120,6,4.8,20,"Lampetra planeri",11
"19506",1221,2459,"3/11/1993 00:00:00",150,9.5,4.3,18.7,"Pungitius pungitius",1
"36618",1844,4471,"20/9/1990 00:00:00",6,44,7.4,18.5,"Lampetra planeri",16
"10654",515,1293,"22/4/1999 00:00:00",17,544,4.4,19.4,"Cyprinus carpio",3
"16919",834,2076,"3/10/1990 00:00:00",54,19.3,5.4,18,"Cottus gobio",455
"30371",1437,3784,"4/10/2000 00:00:00",68,125,5,19.3,"Gobio gobio",343
"6784",368,789,"11/6/1996 00:00:00",34,347,3.9,19.4,"Alburnus alburnus",361
